,name_first,country,level,gender,F,M,?
33751,Kook Yeon,KR,1.0,?,0.0,0.0,1.0
31627,Greg,CA,1.0,M,0.0,1.0,0.0
19,Junghwan,KR,,not found,not found,not found,not found
15546,Zhen,CN,3.0,M,0.0,1.0,0.0
28490,Pål,SE,1.0,M,0.0,1.0,0.0
41466,Xin,US,1.0,F,0.83837461,0.0,0.0
47429,Daniel,US,2.0,M,0.0,1.0,0.0
44267,Shunya,JP,1.0,M,0.0,1.0,0.0
27927,Rakesh,US,1.0,M,0.0,1.0,0.0
38089,Varun,US,1.0,M,0.0,1.0,0.0
53443,Timothy James Leo,US,2.0,M,0.0,1.0,0.0
48461,Gong,CA,2.0,M,0.0,1.0,0.0
15547,Tao,US,3.0,M,0.0,1.0,0.0
42773,Sung Jun,KR,1.0,?,0.0,0.0,1.0
15548,Zhi,US,3.0,M,0.0,1.0,0.0
20,Junyuan,CN,,not found,not found,not found,not found
44436,Simon,DE,1.0,M,0.0,1.0,0.0
15549,Liang,CN,3.0,M,0.0,1.0,0.0
15550,Sangar,US,3.0,M,0.0,1.0,0.0
21,Yang Fan,CN,,not found,not found,not found,not found
22,Fei,CN,,not found,not found,not found,not found
15551,Tai-Ming,TW,3.0,M,0.0,1.0,0.0
36388,Mehrdad,US,1.0,M,0.0,1.0,0.0
47306,Courtney,FI,2.0,F,1.0,0.0,0.0
15552,Xing,US,3.0,M,0.0,1.0,0.0
15553,Wang,CN,3.0,M,0.0,1.0,0.0
48807,Hugh,US,2.0,M,0.0,1.0,0.0
40746,Yoon Kyung,KR,1.0,?,0.0,0.0,1.0
51384,Nathan,US,2.0,M,0.0,1.0,0.0
31205,Roy,SE,1.0,M,0.0,1.0,0.0
27631,Padmanabha Venkatagiri,IN,1.0,M,0.0,1.0,0.0
47873,Edgar,US,2.0,M,0.0,1.0,0.0
46542,Bilal,US,2.0,M,0.0,1.0,0.0
34510,Ju Sung,KR,1.0,?,0.0,0.0,1.0
27891,Gustavo Mantovani,BR,1.0,M,0.0,1.0,0.0
37212,Madhusudhanan,IN,1.0,M,0.0,1.0,0.0
42060,Ying,US,1.0,F,0.65057182,0.0,0.0
38220,Boon K.,US,1.0,M,0.0,1.0,0.0
23,Zhenbin,CN,,not found,not found,not found,not found
24,Baihua,CN,,not found,not found,not found,not found
15554,Ying,NL,3.0,M,0.0,1.0,0.0
15555,Jia Wei,SG,3.0,M,0.0,1.0,0.0
25,Eunyong,KR,,not found,not found,not found,not found
43689,Soo-Yeon,KR,1.0,?,0.0,0.0,1.0
47749,Dick P.,US,2.0,M,0.0,1.0,0.0
33870,Jung-Hun,KR,1.0,?,0.0,0.0,1.0
15556,Minsung,KR,3.0,M,0.0,1.0,0.0
39402,Takenori,JP,1.0,M,0.0,1.0,0.0
15557,Nayantara,US,3.0,F,1.0,0.0,0.0
51762,Paul,US,2.0,M,0.0,1.0,0.0
26,Chonggang,US,,not found,not found,not found,not found
27460,Phillipp,US,1.0,M,0.0,1.0,0.0
27,Gonghao,US,,not found,not found,not found,not found
28,Sampat,US,,not found,not found,not found,not found
29,Xuan,CN,,not found,not found,not found,not found
51295,Monsef,FR,2.0,M,0.0,1.0,0.0
15558,Buo-Chin,TW,3.0,M,0.0,1.0,0.0
46850,Carl,US,2.0,M,0.0,1.0,0.0
31589,Ricardo,BR,1.0,M,0.0,1.0,0.0
30,Yuejun,CN,,not found,not found,not found,not found
43664,Clément Pierre,FR,1.0,M,0.0,1.0,0.0
36293,Masatsugu,JP,1.0,M,0.0,1.0,0.0
15559,Zhiwen,US,3.0,M,0.0,1.0,0.0
43172,Dan,RO,1.0,M,0.0,1.0,0.0
29386,Omri,IL,1.0,M,0.0,1.0,0.0
15560,Suwan,KR,3.0,F,1.0,0.0,0.0
53972,Xi Lin,US,2.0,F,1.0,0.0,0.0
38335,Ulrich,CA,1.0,M,0.0,1.0,0.0
45502,Philip Hsin-hua,US,1.0,F,0.66666669,0.0,0.0
52786,Scott,US,2.0,M,0.0,1.0,0.0
15561,Ond{hacek over (r)}ej,CZ,3.0,M,0.0,1.0,0.0
50363,Lakshya J.,US,2.0,M,0.0,1.0,0.0
31,Ohtsubo,JP,,not found,not found,not found,not found
32,Sangwon,KR,,not found,not found,not found,not found
15562,Janardhanan,US,3.0,M,0.0,1.0,0.0
15563,Mengting,CN,3.0,F,1.0,0.0,0.0
34581,Jing,CA,1.0,F,1.0,0.0,0.0
40142,Ting,US,1.0,F,0.87758797,0.0,0.0
31289,Rohit,US,1.0,M,0.0,1.0,0.0
15564,Jianwen,CN,3.0,M,0.0,1.0,0.0
15565,Xiaona,CN,3.0,F,1.0,0.0,0.0
32022,Felix,DE,1.0,M,0.0,1.0,0.0
43412,Delphine,FR,1.0,F,1.0,0.0,0.0
15566,Shuai,CN,3.0,M,0.0,1.0,0.0
35857,Michel Paul Barbara,NL,1.0,M,0.0,1.0,0.0
33,Royi,IL,,not found,not found,not found,not found
34,Yinggang,CN,,not found,not found,not found,not found
35,Yonghua,US,,not found,not found,not found,not found
36,Ruoyu,US,,not found,not found,not found,not found
37,Byungho,KR,,not found,not found,not found,not found
46488,Benjamin,US,2.0,M,0.0,1.0,0.0
38,Zengkai,CN,,not found,not found,not found,not found
39,Huaqiang,US,,not found,not found,not found,not found
15567,Hao,CN,3.0,M,0.0,1.0,0.0
34638,Karthikeyan,US,1.0,M,0.0,1.0,0.0
40,Yang,CN,,not found,not found,not found,not found
15568,Huihui,CN,3.0,F,1.0,0.0,0.0
15569,Francois,KR,3.0,M,0.0,1.0,0.0
28422,Rachel Marie,US,1.0,F,0.99679464,0.0,0.0
30158,Shashidhar Narayana,IN,1.0,M,0.0,1.0,0.0
40518,Yoshirou,JP,1.0,M,0.0,1.0,0.0
43056,Suman,US,1.0,F,0.91666669,0.0,0.0
41,Chanho,KR,,not found,not found,not found,not found
53773,Wayne,US,2.0,M,0.0,1.0,0.0
53182,Steven T.,US,2.0,M,0.0,1.0,0.0
47049,Chenlu,US,2.0,F,1.0,0.0,0.0
44004,Takashi,JP,1.0,M,0.0,1.0,0.0
40775,Yoo Jin,KR,1.0,?,0.0,0.0,1.0
42,Zongyan,CN,,not found,not found,not found,not found
15570,Jeo-Yen,TW,3.0,F,1.0,0.0,0.0
31884,Sarbajit,IN,1.0,M,0.0,1.0,0.0
45450,Jun-Gyu,KR,1.0,?,0.0,0.0,1.0
43,Suhyeon,KR,,not found,not found,not found,not found
44,Yanran,US,,not found,not found,not found,not found
42906,Dalia,US,1.0,F,0.9994393,0.0,0.0
45,Hasup,KR,,not found,not found,not found,not found
38262,Brooke,US,1.0,F,0.98889548,0.0,0.0
45577,Kyung-joong,KR,1.0,?,0.0,0.0,1.0
15571,Kukulage Nomal Samunda,AU,3.0,M,0.0,1.0,0.0
36036,Milda,LT,1.0,F,1.0,0.0,0.0
31442,Ryota,JP,1.0,M,0.0,1.0,0.0
30789,Shuang,US,1.0,F,1.0,0.0,0.0
27723,Pedram,SE,1.0,M,0.0,1.0,0.0
35329,Martin,IE,1.0,M,0.0,1.0,0.0
46,Rittwik,US,,not found,not found,not found,not found
15572,Zuo-Wen,TW,3.0,F,1.0,0.0,0.0
51541,Nicolas,AR,2.0,M,0.0,1.0,0.0
46123,Andres,FR,2.0,M,0.0,1.0,0.0
15573,Bing,CN,3.0,M,0.0,1.0,0.0
45929,Alejandro,DE,2.0,M,0.0,1.0,0.0
31472,Geetika,IN,1.0,F,1.0,0.0,0.0
47,Hyeju,KR,,not found,not found,not found,not found
34587,Jing,US,1.0,F,0.92206907,0.0,0.0
48,Jinuk,KR,,not found,not found,not found,not found
15574,Ping,CN,3.0,M,0.0,1.0,0.0
49,Tianzhu,CN,,not found,not found,not found,not found
48047,Erik H.,US,2.0,M,0.0,1.0,0.0
50,GeunHo,KR,,not found,not found,not found,not found
43111,Sun Ja,KR,1.0,?,0.0,0.0,1.0
51,Lele,US,,not found,not found,not found,not found
52,Ferdyan,US,,not found,not found,not found,not found
15575,Hongbo,CN,3.0,M,0.0,1.0,0.0
29678,Ho-sang,KR,1.0,M,0.0,1.0,0.0
15576,Hangyu,KR,3.0,M,0.0,1.0,0.0
32228,Ga Eul,KR,1.0,?,0.0,0.0,1.0
48865,Ioannis,CY,2.0,M,0.0,1.0,0.0
53,Wenzhe,CN,,not found,not found,not found,not found
54,Likang,US,,not found,not found,not found,not found
55,Shaofeng,CN,,not found,not found,not found,not found
53885,William,US,2.0,M,0.0,1.0,0.0
56,Zhengyi,CN,,not found,not found,not found,not found
38473,Avinash Tiruchanapalli,US,1.0,M,0.0,1.0,0.0
36466,Maurizio,IT,1.0,M,0.0,1.0,0.0
57,Noone,US,,not found,not found,not found,not found
58,Po-Hsiang,TW,,not found,not found,not found,not found
41194,Yu-Na,KR,1.0,?,0.0,0.0,1.0
59,Yongzhao,CN,,not found,not found,not found,not found
30452,Fabrizio,IT,1.0,M,0.0,1.0,0.0
33533,Klaus Jörg,DE,1.0,M,0.0,1.0,0.0
49971,Kai,CN,2.0,M,0.0,1.0,0.0
47767,Dingkun,US,2.0,M,0.0,1.0,0.0
44401,Takashi,JP,1.0,M,0.0,1.0,0.0
35373,Masaru,JP,1.0,M,0.0,1.0,0.0
48446,Glen S.,US,2.0,M,0.0,1.0,0.0
15577,Jian,CN,3.0,M,0.0,1.0,0.0
40253,Youn Woong,KR,1.0,?,0.0,0.0,1.0
60,Lin,CN,,not found,not found,not found,not found
30338,Se-ho,KR,1.0,?,0.0,0.0,1.0
43675,Søren,DK,1.0,M,0.0,1.0,0.0
15578,Ming-Chia,TW,3.0,M,0.0,1.0,0.0
52185,Pritish Ranjan,US,2.0,M,0.0,1.0,0.0
15579,Yuxin,CN,3.0,F,1.0,0.0,0.0
36751,Jae-Hoon,KR,1.0,?,0.0,0.0,1.0
15580,Hua,CN,3.0,M,0.0,1.0,0.0
33812,Jen-Hsien,US,1.0,F,0.83987761,0.0,0.0
54366,Yong,US,2.0,M,0.0,1.0,0.0
36276,Hyun Ju,KR,1.0,?,0.0,0.0,1.0
43938,Dong Joon,KR,1.0,M,0.0,1.0,0.0
15581,Jiwon,KR,3.0,F,1.0,0.0,0.0
48452,Glenn,US,2.0,M,0.0,1.0,0.0
39257,Terkel,DK,1.0,M,0.0,1.0,0.0
31786,Giovanni,IT,1.0,M,0.0,1.0,0.0
36274,Hyun Chul,KR,1.0,?,0.0,0.0,1.0
61,Chi,CN,,not found,not found,not found,not found
33088,Kenichi,JP,1.0,M,0.0,1.0,0.0
62,Fengyuan,US,,not found,not found,not found,not found
33151,Kelley Maria,US,1.0,F,0.88252413,0.0,0.0
15582,Razman,US,3.0,M,0.0,1.0,0.0
63,Shichang,CN,,not found,not found,not found,not found
15583,Patel Amitkumar,US,3.0,M,0.0,1.0,0.0
15584,Athul,FI,3.0,M,0.0,1.0,0.0
15585,Qun-Qing,CN,3.0,F,1.0,0.0,0.0
64,Schayne,US,,not found,not found,not found,not found
32777,Ji Su,KR,1.0,?,0.0,0.0,1.0
29674,Ho-Dong,KR,1.0,M,0.0,1.0,0.0
15586,Mounica,US,3.0,F,1.0,0.0,0.0
65,Xijia,CN,,not found,not found,not found,not found
66,Junhua,CN,,not found,not found,not found,not found
31524,Golnaz,US,1.0,F,1.0,0.0,0.0
15587,Zhou,CN,3.0,M,0.0,1.0,0.0
15588,Cui,CN,3.0,F,1.0,0.0,0.0
15589,Jialun,CN,3.0,M,0.0,1.0,0.0
52008,Qian,US,2.0,M,0.0,1.0,0.0
67,Minglei,SG,,not found,not found,not found,not found
68,Makoto,JP,,not found,not found,not found,not found
41713,Woon-Geun,KR,1.0,?,0.0,0.0,1.0
45079,Min Woo,KR,1.0,?,0.0,0.0,1.0
69,Ran,CN,,not found,not found,not found,not found
43019,Simone,NL,1.0,F,1.0,0.0,0.0
31316,Romil,US,1.0,M,0.0,1.0,0.0
70,Jungyon,KR,,not found,not found,not found,not found
71,Kuipeng,CN,,not found,not found,not found,not found
42443,Yanli,US,1.0,F,1.0,0.0,0.0
37155,Laszlo,HU,1.0,M,0.0,1.0,0.0
72,Leenart,NL,,not found,not found,not found,not found
73,Guozhao,CN,,not found,not found,not found,not found
74,Guoli,CN,,not found,not found,not found,not found
75,Sunghyun,KR,,not found,not found,not found,not found
76,Pengkai,CN,,not found,not found,not found,not found
33863,Jung Woo,KR,1.0,?,0.0,0.0,1.0
44046,Christopher J.,GB,1.0,M,0.0,1.0,0.0
36184,Mi Ji,KR,1.0,?,0.0,0.0,1.0
54275,Zhi-Yi,TW,2.0,M,0.0,1.0,0.0
33536,Jeong Ki,KR,1.0,?,0.0,0.0,1.0
46486,Benjamin John,CA,2.0,M,0.0,1.0,0.0
15590,Can,CN,3.0,M,0.0,1.0,0.0
77,Yonggil,KR,,not found,not found,not found,not found
78,Yu,CN,,not found,not found,not found,not found
52769,Sarika,IN,2.0,F,1.0,0.0,0.0
79,Xianyin,CN,,not found,not found,not found,not found
36228,Hyo-Jin,KR,1.0,?,0.0,0.0,1.0
80,Longyu,CN,,not found,not found,not found,not found
52267,Richard,US,2.0,M,0.0,1.0,0.0
43557,Souko,JP,1.0,F,1.0,0.0,0.0
42505,Andreas,AT,1.0,M,0.0,1.0,0.0
15591,Jaehong,KR,3.0,M,0.0,1.0,0.0
29614,Nicole,US,1.0,F,0.99661779,0.0,0.0
81,Braon,US,,not found,not found,not found,not found
15592,Basawaraj,US,3.0,M,0.0,1.0,0.0
38609,Ashwini,US,1.0,F,0.99900794,0.0,0.0
82,Wujie,CN,,not found,not found,not found,not found
43248,Dirk Johannes,US,1.0,M,0.0,1.0,0.0
15593,Mudhakar,US,3.0,M,0.0,1.0,0.0
83,Yaoguo,CN,,not found,not found,not found,not found
15594,Qian Ren,MY,3.0,M,0.0,1.0,0.0
15595,Shih-Ming,TW,3.0,F,1.0,0.0,0.0
41468,Xin,US,1.0,F,0.83837461,0.0,0.0
84,Huisang,KR,,not found,not found,not found,not found
36390,Meirav,IL,1.0,F,1.0,0.0,0.0
15596,Da-Jung,TW,3.0,M,0.0,1.0,0.0
50761,Manuel A.,US,2.0,M,0.0,1.0,0.0
33191,Kristoffer,SE,1.0,M,0.0,1.0,0.0
38809,Vincent,DE,1.0,M,0.0,1.0,0.0
85,Meng-Tsan,TW,,not found,not found,not found,not found
86,Rengao,CN,,not found,not found,not found,not found
87,Hideho,JP,,not found,not found,not found,not found
53572,Tyson,CA,2.0,M,0.0,1.0,0.0
88,Kaiyao,CN,,not found,not found,not found,not found
36306,Masayoshi,JP,1.0,M,0.0,1.0,0.0
42536,Yasunori,JP,1.0,M,0.0,1.0,0.0
15597,Shih-Chieh,TW,3.0,F,1.0,0.0,0.0
89,Qingcheng,US,,not found,not found,not found,not found
15598,Shu-Fa,TW,3.0,M,0.0,1.0,0.0
15599,Ben-qi,CN,3.0,M,0.0,1.0,0.0
90,Yeongseop,KR,,not found,not found,not found,not found
39940,Celine,FR,1.0,F,1.0,0.0,0.0
15600,Sam,CN,3.0,M,0.0,1.0,0.0
91,Sanggyun,KR,,not found,not found,not found,not found
37219,Madhvesh,IN,1.0,M,0.0,1.0,0.0
36206,Matteo,IT,1.0,M,0.0,1.0,0.0
51942,Pouria,CA,2.0,M,0.0,1.0,0.0
28792,Naoto,JP,1.0,M,0.0,1.0,0.0
92,Keunjoo,KR,,not found,not found,not found,not found
46050,Shreepad Amar,US,2.0,M,0.0,1.0,0.0
93,Heechoon,US,,not found,not found,not found,not found
27822,Pavel,CZ,1.0,M,0.0,1.0,0.0
49264,Jerry Gregory,US,2.0,M,0.0,1.0,0.0
33377,Kwang-Jo,KR,1.0,?,0.0,0.0,1.0
94,Kinobu,JP,,not found,not found,not found,not found
95,Zhixia,CN,,not found,not found,not found,not found
28779,Naoya,JP,1.0,M,0.0,1.0,0.0
34915,Joanne,US,1.0,F,0.99761426,0.0,0.0
96,Yukinao,JP,,not found,not found,not found,not found
15601,Chih-Hsiu,TW,3.0,M,0.0,1.0,0.0
97,Rohitha,US,,not found,not found,not found,not found
15602,Xiaolong,CN,3.0,M,0.0,1.0,0.0
98,Seyedkianoush,US,,not found,not found,not found,not found
99,YoungHun,KR,,not found,not found,not found,not found
46969,Chandrakanth,IN,2.0,M,0.0,1.0,0.0
40254,Youn-Hyoung,KR,1.0,?,0.0,0.0,1.0
45174,Kyung Mook,KR,1.0,?,0.0,0.0,1.0
36749,Jae Eun,KR,1.0,?,0.0,0.0,1.0
100,Xiu'e,CN,,not found,not found,not found,not found
101,Yunhai,CN,,not found,not found,not found,not found
102,Kyoungtae,KR,,not found,not found,not found,not found
15603,Ming,US,3.0,M,0.0,1.0,0.0
103,Masaoki,JP,,not found,not found,not found,not found
104,Ryo,JP,,not found,not found,not found,not found
31443,Gediminas,LT,1.0,M,0.0,1.0,0.0
15604,Qi,HK,3.0,M,0.0,1.0,0.0
15605,You,CN,3.0,M,0.0,1.0,0.0
15606,Yuan,CN,3.0,M,0.0,1.0,0.0
28131,Guoliang,CN,1.0,M,0.0,1.0,0.0
31477,Gi-hun,KR,1.0,?,0.0,0.0,1.0
27755,Pengfei,CN,1.0,M,0.0,1.0,0.0
105,Yingzhi,CN,,not found,not found,not found,not found
37868,Vaibhav,IN,1.0,M,0.0,1.0,0.0
50169,Kevin,US,2.0,M,0.0,1.0,0.0
15607,Yi,US,3.0,M,0.0,1.0,0.0
15608,Peng,CN,3.0,M,0.0,1.0,0.0
40974,Zineb,US,1.0,F,1.0,0.0,0.0
46136,Kyle Andrew,US,2.0,M,0.0,1.0,0.0
47870,Edgar Iván,MX,2.0,M,0.0,1.0,0.0
15609,Qian Xia,CN,3.0,M,0.0,1.0,0.0
106,Jeungsoo,KR,,not found,not found,not found,not found
15610,Bei,CN,3.0,F,1.0,0.0,0.0
36946,Kyoung Ju,KR,1.0,?,0.0,0.0,1.0
38466,Weisheng,CN,1.0,M,0.0,1.0,0.0
51962,Vara Prasad,IN,2.0,M,0.0,1.0,0.0
15611,Chung-Liang,TW,3.0,M,0.0,1.0,0.0
47554,David,US,2.0,M,0.0,1.0,0.0
28475,Priyanka,US,1.0,F,1.0,0.0,0.0
34864,Joao Luiz,BR,1.0,M,0.0,1.0,0.0
49306,Jevon,US,2.0,M,0.0,1.0,0.0
107,Yifan,CN,,not found,not found,not found,not found
15612,Jinhai,US,3.0,M,0.0,1.0,0.0
108,Sungsoo,KR,,not found,not found,not found,not found
15613,Kaiming,CN,3.0,M,0.0,1.0,0.0
15614,Haitao,CN,3.0,M,0.0,1.0,0.0
15615,Yi,US,3.0,M,0.0,1.0,0.0
45029,Georges Marinus Alfons,BE,1.0,M,0.0,1.0,0.0
109,Yuejun,CN,,not found,not found,not found,not found
33983,Jong Chul,KR,1.0,?,0.0,0.0,1.0
15616,Pedro Miguel,SA,3.0,M,0.0,1.0,0.0
37958,Un-Byoung,KR,1.0,?,0.0,0.0,1.0
110,Kaichiro,JP,,not found,not found,not found,not found
111,Eunjeong,KR,,not found,not found,not found,not found
15617,Fangyi,CN,3.0,F,1.0,0.0,0.0
38811,Vincent,FR,1.0,M,0.0,1.0,0.0
112,Handong,US,,not found,not found,not found,not found
113,Shang-Yu,TW,,not found,not found,not found,not found
40280,Young Taik,KR,1.0,?,0.0,0.0,0.66666669
114,Ahishay,IL,,not found,not found,not found,not found
115,Yunhyeok,KR,,not found,not found,not found,not found
15618,Yajun,CN,3.0,F,1.0,0.0,0.0
53984,Xian,US,2.0,M,0.0,1.0,0.0
116,Joonbeom,US,,not found,not found,not found,not found
15619,Sahim,JP,3.0,M,0.0,1.0,0.0
15620,Ningning,CN,3.0,F,1.0,0.0,0.0
15621,Bok Eng,MY,3.0,M,0.0,1.0,0.0
28411,Rafael,BR,1.0,M,0.0,1.0,0.0
117,Yanxue,CN,,not found,not found,not found,not found
15622,Ujwal,US,3.0,M,0.0,1.0,0.0
15623,Zhao-Cheng,TW,3.0,M,0.0,1.0,0.0
15624,Tong,CN,3.0,M,0.0,1.0,0.0
51273,Mohammad Sadegh,US,2.0,M,0.0,1.0,0.0
118,Daamun,US,,not found,not found,not found,not found
52985,Shun,JP,2.0,M,0.0,1.0,0.0
15625,Xiaohui,US,3.0,F,1.0,0.0,0.0
38725,Atso,FI,1.0,M,0.0,1.0,0.0
15626,Yonghui,US,3.0,M,0.0,1.0,0.0
119,Zhengbin,CN,,not found,not found,not found,not found
49241,Jeremy Matthew,US,2.0,M,0.0,1.0,0.0
38338,Ulrich,DE,1.0,M,0.0,1.0,0.0
120,Huyndon,KR,,not found,not found,not found,not found
43036,Sul Ki,KR,1.0,?,0.0,0.0,1.0
15627,Erh-Kun,TW,3.0,M,0.0,1.0,0.0
39112,Chee Mun,AU,1.0,M,0.0,1.0,0.0
121,Yanlong,CN,,not found,not found,not found,not found
122,Penghao,DE,,not found,not found,not found,not found
123,Gerning,CN,,not found,not found,not found,not found
27582,Patrick,FR,1.0,M,0.0,1.0,0.0
39046,Tatsuya,JP,1.0,M,0.0,1.0,0.0
48391,Gerardo,US,2.0,M,0.0,1.0,0.0
47135,Christopher,US,2.0,M,0.0,1.0,0.0
50415,Lei,CN,2.0,M,0.0,1.0,0.0
44594,José Lucas Lemos,GB,1.0,M,0.0,1.0,0.0
47249,Clint Huson,US,2.0,M,0.0,1.0,0.0
39643,Carin,SE,1.0,F,1.0,0.0,0.0
124,Xianghe,CN,,not found,not found,not found,not found
44601,Lee-Lean,US,1.0,F,0.87681162,0.0,0.0
125,Sejeong,KR,,not found,not found,not found,not found
44805,Ekas Kaur,CA,1.0,F,1.0,0.0,0.0
15628,Xun,CN,3.0,M,0.0,1.0,0.0
126,Dohyoung,KR,,not found,not found,not found,not found
127,Fengli,CN,,not found,not found,not found,not found
36884,Kyu Man,KR,1.0,?,0.0,0.0,1.0
53039,Siqi,US,2.0,F,1.0,0.0,0.0
47713,Derek,CA,2.0,M,0.0,1.0,0.0
34157,John Camilo,DE,1.0,M,0.0,1.0,0.0
128,HoYoung,KR,,not found,not found,not found,not found
38434,Tsutomu,US,1.0,M,0.0,1.0,0.0
32773,Ji-Yong,KR,1.0,?,0.0,0.0,1.0
42109,Yeon Hee,KR,1.0,?,0.0,0.0,1.0
33849,Koji,JP,1.0,M,0.0,1.0,0.0
30958,Shi Man,US,1.0,F,0.83889323,0.0,0.0
54098,Xinying,US,2.0,F,1.0,0.0,0.0
15629,Akiro,JP,3.0,M,0.0,1.0,0.0
129,Dahua,CN,,not found,not found,not found,not found
39790,Byeong Moon,KR,1.0,?,0.0,0.0,1.0
15630,Zhiwei,CN,3.0,M,0.0,1.0,0.0
32471,Sang-Hee,KR,1.0,?,0.0,0.0,1.0
130,Jinwon,KR,,not found,not found,not found,not found
34441,Jovan,RS,1.0,M,0.0,1.0,0.0
51469,Nicholas J.,US,2.0,M,0.0,1.0,0.0
41711,Armaan K,IN,1.0,M,0.0,1.0,0.0
51578,Nisha,IN,2.0,F,1.0,0.0,0.0
53128,Stephen,US,2.0,M,0.0,1.0,0.0
44122,Christophe,FR,1.0,M,0.0,1.0,0.0
30113,Sharon,US,1.0,F,0.99574679,0.0,0.0
131,Yuri,CO,,not found,not found,not found,not found
15631,Bo,CN,3.0,M,0.0,1.0,0.0
43237,Stefan,SE,1.0,M,0.0,1.0,0.0
31403,Gang,US,1.0,M,0.0,1.0,0.0
15632,Jinghan,US,3.0,F,1.0,0.0,0.0
43950,Dong-woo,KR,1.0,M,0.0,1.0,0.0
15633,Liang,CN,3.0,M,0.0,1.0,0.0
53886,William C.,US,2.0,M,0.0,1.0,0.0
132,Qianjun,CN,,not found,not found,not found,not found
133,Fengbao,CN,,not found,not found,not found,not found
28972,Hubert,DE,1.0,M,0.0,1.0,0.0
33865,Jung Cheol,KR,1.0,?,0.0,0.0,1.0
42754,Dingxiang,CN,1.0,M,0.0,1.0,0.0
35199,Martyn Gray,GB,1.0,M,0.0,1.0,0.0
15634,Nisita,FR,3.0,F,1.0,0.0,0.0
42456,Andreas,DE,1.0,M,0.0,1.0,0.0
15635,Pengpeng,CN,3.0,M,0.0,1.0,0.0
134,Yonghe,US,,not found,not found,not found,not found
135,Jin,US,,not found,not found,not found,not found
34895,Joan,US,1.0,F,0.98907328,0.0,0.0
47088,Chris,US,2.0,M,0.0,1.0,0.0
136,Chengao,US,,not found,not found,not found,not found
29719,Nobuaki,JP,1.0,M,0.0,1.0,0.0
37279,In Jong,US,1.0,F,0.76190478,0.0,0.0
28258,Hak Gee,KR,1.0,?,0.0,0.0,1.0
38612,Won Soon,KR,1.0,M,0.0,1.0,0.0
50170,Kevin,US,2.0,M,0.0,1.0,0.0
15636,Dhanashekar,US,3.0,M,0.0,1.0,0.0
15637,Arndt,US,3.0,M,0.0,1.0,0.0
15638,Jianxin,CN,3.0,M,0.0,1.0,0.0
15639,Lianying,CA,3.0,F,1.0,0.0,0.0
38677,Willem H.,US,1.0,M,0.0,1.0,0.0
15640,Rao,CN,3.0,M,0.0,1.0,0.0
41921,Xiaohui,CN,1.0,F,1.0,0.0,0.0
30296,Saurabh,US,1.0,M,0.0,1.0,0.0
15641,Xiaobin,CN,3.0,M,0.0,1.0,0.0
15642,Boyu,US,3.0,M,0.0,1.0,0.0
40938,Yuxi,US,1.0,F,1.0,0.0,0.0
137,Suranganie,US,,not found,not found,not found,not found
138,Ashvani K.,US,,not found,not found,not found,not found
38447,Wendy,CA,1.0,F,1.0,0.0,0.0
139,Shiliang,CN,,not found,not found,not found,not found
15643,Jae,US,3.0,F,1.0,0.0,0.0
43713,Sébastien,FR,1.0,M,0.0,1.0,0.0
43155,Taeyong,KR,1.0,M,0.0,1.0,0.0
15644,Zheng,CN,3.0,M,0.0,1.0,0.0
54684,Zun,US,2.0,M,0.0,1.0,0.0
30940,Shibi,IN,1.0,F,1.0,0.0,0.0
36242,Mattia,IT,1.0,M,0.0,1.0,0.0
15645,Po-Ying,TW,3.0,M,0.0,1.0,0.0
29831,Noboru,JP,1.0,M,0.0,1.0,0.0
140,Zhaoguo,CN,,not found,not found,not found,not found
50279,Kiyoshi James,US,2.0,M,0.0,1.0,0.0
141,Yaobin,CN,,not found,not found,not found,not found
142,Chengao,CN,,not found,not found,not found,not found
143,Dongyun,KR,,not found,not found,not found,not found
144,Jiaxin,CN,,not found,not found,not found,not found
15646,Qiang,CN,3.0,M,0.0,1.0,0.0
27279,Hee Bum,KR,1.0,F,1.0,0.0,0.0
145,Qimei,CN,,not found,not found,not found,not found
146,Ruilong,US,,not found,not found,not found,not found
30547,Shoji,JP,1.0,M,0.0,1.0,0.0
36046,Mikko,FI,1.0,M,0.0,1.0,0.0
15647,Junyoung,KR,3.0,M,0.0,1.0,0.0
49655,Joseph,US,2.0,M,0.0,1.0,0.0
38736,Atanu R.,IN,1.0,M,0.0,1.0,0.0
28399,Radhish,IN,1.0,M,0.0,1.0,0.0
40375,Alba,ES,1.0,F,1.0,0.0,0.0
33763,Korneel,BE,1.0,M,0.0,1.0,0.0
44753,Jun Keun,KR,1.0,?,0.0,0.0,1.0
42314,Angela,US,1.0,F,0.99675673,0.0,0.0
147,Seongwook,KR,,not found,not found,not found,not found
41625,Yael,IL,1.0,F,1.0,0.0,0.0
15648,Jinhua,CN,3.0,F,1.0,0.0,0.0
15649,Ventsislav,BG,3.0,M,0.0,1.0,0.0
15650,Ching-Hsiang,TW,3.0,F,1.0,0.0,0.0
15651,Mingxing,CN,3.0,M,0.0,1.0,0.0
51951,Pradeep K.,IN,2.0,M,0.0,1.0,0.0
15652,Shucheng,CN,3.0,M,0.0,1.0,0.0
148,Xiasen,CN,,not found,not found,not found,not found
51470,Nicholas,US,2.0,M,0.0,1.0,0.0
54099,Xinyuan,US,2.0,F,1.0,0.0,0.0
51967,Praveen,IN,2.0,M,0.0,1.0,0.0
