,name_first,country,level,gender,F,M,?
42888,Archana,US,1.0,F,1.0,0.0,0.0
43300,Ana,BE,1.0,F,1.0,0.0,0.0
18089,Zhibin,CN,3.0,M,0.0,1.0,0.0
38009,Raffi Ohannes,CA,1.0,M,0.0,1.0,0.0
34179,Izuru,JP,1.0,M,0.0,1.0,0.0
18090,Masooda,US,3.0,F,1.0,0.0,0.0
720,Wei-Hua,TW,,not found,not found,not found,not found
49738,D. Jordan,CA,2.0,M,0.0,1.0,0.0
45740,Min Ji,KR,1.0,?,0.0,0.0,1.0
721,Tetsuyo,JP,,not found,not found,not found,not found
722,Jiangxi,CN,,not found,not found,not found,not found
18091,Xinqi,CN,3.0,F,1.0,0.0,0.0
723,Gimtong,US,,not found,not found,not found,not found
42797,Björn,SE,1.0,M,0.0,1.0,0.0
724,Jiangnan,CN,,not found,not found,not found,not found
725,Seijin,KR,,not found,not found,not found,not found
726,Seokha,KR,,not found,not found,not found,not found
36472,Yossi,IL,1.0,M,0.0,1.0,0.0
32744,Heinz,DE,1.0,M,0.0,1.0,0.0
18092,Xiaojuan,CN,3.0,F,1.0,0.0,0.0
28588,Lili,CN,1.0,F,1.0,0.0,0.0
38798,Richard,DE,1.0,M,0.0,1.0,0.0
727,Zenghai,CN,,not found,not found,not found,not found
46737,Bowen,US,2.0,M,0.0,1.0,0.0
43652,Bayapu Reddy,IN,1.0,?,0.0,0.0,1.0
728,Jung-Fu,US,,not found,not found,not found,not found
18093,Guobin,CA,3.0,M,0.0,1.0,0.0
31400,Markus,DE,1.0,M,0.0,1.0,0.0
51467,Nasim,US,2.0,M,0.0,1.0,0.0
28152,Kumar,US,1.0,M,0.0,1.0,0.0
50579,Lenja,DE,2.0,F,1.0,0.0,0.0
18094,Amir,DK,3.0,M,0.0,1.0,0.0
31991,Ippei,JP,1.0,M,0.0,1.0,0.0
729,Changyong,KR,,not found,not found,not found,not found
18095,Janardhan Dattatreya,US,3.0,M,0.0,1.0,0.0
18096,Jigesh,US,3.0,M,0.0,1.0,0.0
730,Baowei,CN,,not found,not found,not found,not found
41572,Cliff,US,1.0,M,0.0,1.0,0.0
731,Honggui,CN,,not found,not found,not found,not found
18097,Alum,KR,3.0,M,0.0,1.0,0.0
732,Bin,US,,not found,not found,not found,not found
18098,Jia,CN,3.0,M,0.0,1.0,0.0
30290,Myoung Keun,KR,1.0,?,0.0,0.0,1.0
39764,Siddhartha,US,1.0,M,0.0,1.0,0.0
18099,Xiao,CN,3.0,F,1.0,0.0,0.0
45946,Adam Jonathan,US,2.0,M,0.0,1.0,0.0
35465,Tsuyoshi,JP,1.0,M,0.0,1.0,0.0
54413,Jae Yoong,US,2.0,M,0.0,1.0,0.0
46952,Caleb Michael,US,2.0,M,0.0,1.0,0.0
733,Woosuk,KR,,not found,not found,not found,not found
38760,Rezwan,US,1.0,M,0.0,1.0,0.0
734,Liangbing,US,,not found,not found,not found,not found
35309,Vanita,US,1.0,F,1.0,0.0,0.0
735,Hyoungshin,KR,,not found,not found,not found,not found
18100,Gandhi,AU,3.0,F,1.0,0.0,0.0
48278,Felix,CA,2.0,M,0.0,1.0,0.0
32401,Gyun Ha,KR,1.0,?,0.0,0.0,1.0
18101,Gopichandra,US,3.0,M,0.0,1.0,0.0
736,Geehyuk,KR,,not found,not found,not found,not found
32969,Hayaki,JP,1.0,M,0.0,1.0,0.0
737,Benquan,CN,,not found,not found,not found,not found
47564,Daniel C.,US,2.0,M,0.0,1.0,0.0
738,Ali,US,,not found,not found,not found,not found
29116,Kazuhiro,JP,1.0,M,0.0,1.0,0.0
29593,Kazuo,JP,1.0,M,0.0,1.0,0.0
29456,Kenichiro,JP,1.0,M,0.0,1.0,0.0
41594,An Soo,KR,1.0,?,0.0,0.0,1.0
18102,Qiwei,US,3.0,M,0.0,1.0,0.0
52184,Radha,IN,2.0,F,1.0,0.0,0.0
18103,SachinKumar,US,3.0,M,0.0,1.0,0.0
739,Junghan,KR,,not found,not found,not found,not found
740,Xinqiao,US,,not found,not found,not found,not found
51475,Nathan C.,US,2.0,M,0.0,1.0,0.0
741,Soutsada,US,,not found,not found,not found,not found
742,Pimpa,US,,not found,not found,not found,not found
32334,Gu Won,KR,1.0,?,0.0,0.0,1.0
743,Yang,US,,not found,not found,not found,not found
18104,Tao,CN,3.0,M,0.0,1.0,0.0
39157,Niranjan,US,1.0,M,0.0,1.0,0.0
36579,Ying,US,1.0,F,0.65057182,0.0,0.0
31873,Ilpo,FI,1.0,M,0.0,1.0,0.0
50907,Mark,US,2.0,M,0.0,1.0,0.0
47545,Daniel,ES,2.0,M,0.0,1.0,0.0
18105,Marco,JP,3.0,M,0.0,1.0,0.0
38357,Prashanta C,IN,1.0,?,0.0,0.0,1.0
45376,Makesh Pravin,US,1.0,M,0.0,1.0,0.0
18106,Tom,CN,3.0,M,0.0,1.0,0.0
40486,Sarma,IN,1.0,?,0.0,0.0,1.0
744,Michihide,JP,,not found,not found,not found,not found
30713,Marcos,GB,1.0,M,0.0,1.0,0.0
18107,Yanqiu,CN,3.0,F,1.0,0.0,0.0
39247,Peter Jan,NL,1.0,M,0.0,1.0,0.0
18108,Divyaa,US,3.0,F,1.0,0.0,0.0
30292,Mykola,US,1.0,M,0.0,1.0,0.0
52257,Randy,US,2.0,M,0.0,1.0,0.0
18109,Pang Kern Jeremy,SG,3.0,M,0.0,1.0,0.0
54202,Xuefeng,CA,2.0,M,0.0,1.0,0.0
745,Huan,US,,not found,not found,not found,not found
746,Seok-Man,KR,,not found,not found,not found,not found
51720,Omar Enrique,AR,2.0,M,0.0,1.0,0.0
18110,Zhiwen,CN,3.0,M,0.0,1.0,0.0
747,Guangping,US,,not found,not found,not found,not found
33581,Jung Sun,KR,1.0,?,0.0,0.0,1.0
748,Weize,CN,,not found,not found,not found,not found
18111,Yali,CN,3.0,F,1.0,0.0,0.0
50085,Justyna,DE,2.0,F,1.0,0.0,0.0
51476,Nathan,US,2.0,M,0.0,1.0,0.0
749,Eun-kyoung,KR,,not found,not found,not found,not found
750,Yunhong,US,,not found,not found,not found,not found
36208,Taiki,JP,1.0,M,0.0,1.0,0.0
46284,Andrew Walter,US,2.0,M,0.0,1.0,0.0
751,Hongwen,CN,,not found,not found,not found,not found
752,Bin,CN,,not found,not found,not found,not found
51817,Patrick,US,2.0,M,0.0,1.0,0.0
18112,Tao,US,3.0,M,0.0,1.0,0.0
43904,Beatrix,DE,1.0,F,1.0,0.0,0.0
30580,Mun Seok,KR,1.0,?,0.0,0.0,1.0
753,Jinhui,CN,,not found,not found,not found,not found
43542,Artem,US,1.0,M,0.0,1.0,0.0
18113,Yakun,CN,3.0,M,0.0,1.0,0.0
43511,Emily Anes,US,1.0,F,0.99785495,0.0,0.0
754,Hyung-Sup,KR,,not found,not found,not found,not found
29308,Kari,FI,1.0,M,0.0,1.0,0.0
44862,Apurv Ullas,US,1.0,M,0.0,1.0,0.0
755,Qiwang,CN,,not found,not found,not found,not found
18114,Jihoon,KR,3.0,M,0.0,1.0,0.0
32999,Hee Seok,KR,1.0,F,1.0,0.0,0.0
43701,Andrii,UA,1.0,M,0.0,1.0,0.0
18115,Jianhua,CN,3.0,M,0.0,1.0,0.0
40714,Saeid Khorsandi,US,1.0,M,0.0,1.0,0.0
31762,Hong Jik,US,1.0,F,0.69567972,0.0,0.0
18116,Bodour,US,3.0,F,1.0,0.0,0.0
756,Reynovel Pacinio,SG,,not found,not found,not found,not found
41985,Dheeraj,IN,1.0,M,0.0,1.0,0.0
18117,Jiasheng,CN,3.0,M,0.0,1.0,0.0
757,Pyung-Sik,KR,,not found,not found,not found,not found
44636,Benedict C.,US,1.0,M,0.0,1.0,0.0
758,Hongyang,CN,,not found,not found,not found,not found
29048,Kartik,US,1.0,M,0.0,1.0,0.0
18118,Suyun,KR,3.0,F,1.0,0.0,0.0
759,Jungho,KR,,not found,not found,not found,not found
760,Zhongyang,CN,,not found,not found,not found,not found
43938,Gabriel,DE,1.0,M,0.0,1.0,0.0
46038,Alan K.,US,2.0,M,0.0,1.0,0.0
49455,Jie,US,2.0,M,0.0,1.0,0.0
761,Hakyung,KR,,not found,not found,not found,not found
29652,Kazuki,JP,1.0,M,0.0,1.0,0.0
31030,Masakazu,JP,1.0,M,0.0,1.0,0.0
30993,Madeline,US,1.0,F,0.99860412,0.0,0.0
18119,Yeming,US,3.0,F,1.0,0.0,0.0
48481,George A.,US,2.0,M,0.0,1.0,0.0
762,Mizeng,CN,,not found,not found,not found,not found
41124,Saurabh,US,1.0,M,0.0,1.0,0.0
763,Sangjun,KR,,not found,not found,not found,not found
764,Ye-Kui,US,,not found,not found,not found,not found
18120,Jaewon,KR,3.0,M,0.0,1.0,0.0
39508,Paal Kjetil,NO,1.0,M,0.0,1.0,0.0
765,Shigehide,JP,,not found,not found,not found,not found
45533,Hwan Soo,KR,1.0,?,0.0,0.0,1.0
30797,Marcelo,BR,1.0,M,0.0,1.0,0.0
766,Daming,US,,not found,not found,not found,not found
767,Yangxi,CN,,not found,not found,not found,not found
34634,Ji Hwang,KR,1.0,?,0.0,0.0,1.0
34080,Javier,ES,1.0,M,0.0,1.0,0.0
35326,Toshiaki,JP,1.0,M,0.0,1.0,0.0
32671,Hemant,IN,1.0,M,0.0,1.0,0.0
43242,Allessandro Vittorio,IT,1.0,M,0.0,1.0,0.0
768,Jyun-Da,TW,,not found,not found,not found,not found
29516,Ki Hong,KR,1.0,?,0.0,0.0,1.0
769,Csörsz,AT,,not found,not found,not found,not found
47921,Donald,US,2.0,M,0.0,1.0,0.0
770,Youngtae,KR,,not found,not found,not found,not found
18121,Peng,CN,3.0,M,0.0,1.0,0.0
771,Yunquan,GB,,not found,not found,not found,not found
18122,Yan,CN,3.0,M,0.0,1.0,0.0
772,Tsu-Jung,TW,,not found,not found,not found,not found
18123,Nidish,US,3.0,M,0.0,1.0,0.0
37133,Yui,JP,1.0,F,1.0,0.0,0.0
49571,John D.,US,2.0,M,0.0,1.0,0.0
46476,Arturo Llamazares,US,2.0,M,0.0,1.0,0.0
773,Yu,CN,,not found,not found,not found,not found
32998,Hee Sung,KR,1.0,F,1.0,0.0,0.0
43237,Arunkumar,IN,1.0,M,0.0,1.0,0.0
18124,Magid,US,3.0,M,0.0,1.0,0.0
774,Xiaori,CN,,not found,not found,not found,not found
38588,Ruy,US,1.0,M,0.0,1.0,0.0
48386,Mel Gabriel,US,2.0,M,0.0,1.0,0.0
32677,Helgert,DE,1.0,M,0.0,1.0,0.0
18125,Ainola,BE,3.0,F,1.0,0.0,0.0
775,Dongkyu,KR,,not found,not found,not found,not found
776,Jaehoon,KR,,not found,not found,not found,not found
39797,Shunpei,JP,1.0,M,0.0,1.0,0.0
28457,Koreen,US,1.0,F,1.0,0.0,0.0
18126,Xiaojuan,CN,3.0,F,1.0,0.0,0.0
18127,Jiwon,KR,3.0,F,1.0,0.0,0.0
18128,Jeetandra,SG,3.0,M,0.0,1.0,0.0
777,Genhua,CN,,not found,not found,not found,not found
48126,Eric Lorin,US,2.0,M,0.0,1.0,0.0
778,Cerdi,US,,not found,not found,not found,not found
779,Youngsoo,KR,,not found,not found,not found,not found
780,Xiaohu,US,,not found,not found,not found,not found
18129,Ning,US,3.0,F,1.0,0.0,0.0
30322,Naoyuki,JP,1.0,M,0.0,1.0,0.0
45692,Ayshathul Fouzia,AE,1.0,F,1.0,0.0,0.0
53139,Sony,US,2.0,M,0.0,1.0,0.0
49097,Jacom,US,2.0,M,0.0,1.0,0.0
40478,Sarvesh,US,1.0,M,0.0,1.0,0.0
781,Wasuphin,TH,,not found,not found,not found,not found
782,JaeKyu,KR,,not found,not found,not found,not found
35346,Tooru,JP,1.0,M,0.0,1.0,0.0
18130,Yanzheng,CN,3.0,M,0.0,1.0,0.0
37536,Vinod,US,1.0,M,0.0,1.0,0.0
783,Zhangshuan,US,,not found,not found,not found,not found
40031,Shinya,JP,1.0,M,0.0,1.0,0.0
784,Meng,CN,,not found,not found,not found,not found
40955,Sha,US,1.0,F,0.83487564,0.0,0.0
30307,Naoya,JP,1.0,M,0.0,1.0,0.0
785,Liangxiao,CN,,not found,not found,not found,not found
18131,Jianfeng,CN,3.0,M,0.0,1.0,0.0
786,Dajiang,CN,,not found,not found,not found,not found
49077,Adriel Jebin Jacob,US,2.0,M,0.0,1.0,0.0
787,June-Seok,KR,,not found,not found,not found,not found
35231,Veeraraju,IN,1.0,?,0.0,0.0,1.0
29651,Kazuki,JP,1.0,M,0.0,1.0,0.0
34228,Jae-Woo,KR,1.0,M,0.0,1.0,0.0
18132,Heejin,KR,3.0,F,1.0,0.0,0.0
53575,Tom,US,2.0,M,0.0,1.0,0.0
34592,Jebakumar Mathuram,IN,1.0,?,0.0,0.0,1.0
18133,Pilip,US,3.0,M,0.0,1.0,0.0
41596,Alba,US,1.0,F,0.9800185,0.0,0.0
18134,Sagiv,IL,3.0,M,0.0,1.0,0.0
48856,Hiroshi,JP,2.0,M,0.0,1.0,0.0
34680,Jeong Kwon,KR,1.0,?,0.0,0.0,1.0
51684,Nordine,FR,2.0,M,0.0,1.0,0.0
788,Duanni,US,,not found,not found,not found,not found
789,Pengju,CN,,not found,not found,not found,not found
44682,Abdulla Hussein,SA,1.0,M,0.0,1.0,0.0
18135,Hyejin,KR,3.0,F,1.0,0.0,0.0
18136,Ni,CN,3.0,F,1.0,0.0,0.0
790,Xingjian,US,,not found,not found,not found,not found
18137,Yulong,CN,3.0,M,0.0,1.0,0.0
18138,Peng,CN,3.0,M,0.0,1.0,0.0
36659,Yong Jun,KR,1.0,?,0.0,0.0,0.66666669
18139,Dan,CN,3.0,M,0.0,1.0,0.0
791,Chung-Liang,TW,,not found,not found,not found,not found
29169,Katsunori,JP,1.0,M,0.0,1.0,0.0
792,Xinyin,CN,,not found,not found,not found,not found
18140,Jian,CN,3.0,M,0.0,1.0,0.0
35759,Suleyman,CH,1.0,M,0.0,1.0,0.0
35347,Toshiaki,JP,1.0,M,0.0,1.0,0.0
793,Zhuo,CN,,not found,not found,not found,not found
18141,Yingyi,CN,3.0,F,1.0,0.0,0.0
38061,Rabinarayan,IN,1.0,M,0.0,1.0,0.0
35805,Su Jin,KR,1.0,F,1.0,0.0,0.0
794,Boudali,NL,,not found,not found,not found,not found
795,Kandaswamy,US,,not found,not found,not found,not found
18142,Xueyan,CN,3.0,F,1.0,0.0,0.0
796,Ronghua,CN,,not found,not found,not found,not found
797,Kilbom,KR,,not found,not found,not found,not found
798,Myonghwan,KR,,not found,not found,not found,not found
18143,Yizhen,CN,3.0,F,1.0,0.0,0.0
799,Ji,CN,,not found,not found,not found,not found
30672,Mahmoud Kandeel,SA,1.0,M,0.0,1.0,0.0
800,Tiecheng,CN,,not found,not found,not found,not found
801,Changfeng,CN,,not found,not found,not found,not found
52414,Rishi,US,2.0,M,0.0,1.0,0.0
54124,Xiaoyu,US,2.0,F,1.0,0.0,0.0
802,Meejeong (Jana),KR,,not found,not found,not found,not found
31445,Hossein,US,1.0,M,0.0,1.0,0.0
803,Shunnian,CN,,not found,not found,not found,not found
30858,Ludwig,DE,1.0,M,0.0,1.0,0.0
804,Dongkyu,KR,,not found,not found,not found,not found
40473,Sarah Marie,US,1.0,F,0.99687392,0.0,0.0
39910,Shigeyuki,JP,1.0,M,0.0,1.0,0.0
805,Kyoung-Shin,US,,not found,not found,not found,not found
18144,Feifei,CN,3.0,F,1.0,0.0,0.0
806,Yang-Chih,TW,,not found,not found,not found,not found
28258,Kyoung Whan,KR,1.0,?,0.0,0.0,1.0
46109,Alexander,US,2.0,M,0.0,1.0,0.0
39320,Peggy,US,1.0,F,0.99727541,0.0,0.0
807,Yonghwa,KR,,not found,not found,not found,not found
18145,Sangwook,KR,3.0,M,0.0,1.0,0.0
808,Lifu,CN,,not found,not found,not found,not found
809,Tiean,CN,,not found,not found,not found,not found
29650,Kazuki,JP,1.0,M,0.0,1.0,0.0
34658,Jeong-Hun,KR,1.0,M,0.0,1.0,0.0
32997,Hee Kwang,KR,1.0,F,1.0,0.0,0.0
44778,Balakrishnaiah,IN,1.0,M,0.0,1.0,0.0
18146,Yinghui,CN,3.0,F,1.0,0.0,0.0
18147,Bo,CN,3.0,M,0.0,1.0,0.0
18148,Tong,CN,3.0,M,0.0,1.0,0.0
18149,Jinjing,US,3.0,F,1.0,0.0,0.0
18150,Hongliang,CN,3.0,M,0.0,1.0,0.0
43446,Eneko,ES,1.0,M,0.0,1.0,0.0
18151,Gunneswara,US,3.0,M,0.0,1.0,0.0
810,Chuntan,CN,,not found,not found,not found,not found
18152,Shaoli,CN,3.0,F,1.0,0.0,0.0
47922,Donald,US,2.0,M,0.0,1.0,0.0
51818,Patrick C.,US,2.0,M,0.0,1.0,0.0
18153,Jingjing,CN,3.0,F,1.0,0.0,0.0
47114,Chang Long Zhu,US,2.0,M,0.0,1.0,0.0
18154,Han,CN,3.0,M,0.0,1.0,0.0
46541,Ayman,US,2.0,M,0.0,1.0,0.0
38584,Ryoichi,JP,1.0,M,0.0,1.0,0.0
39174,Niels,NL,1.0,M,0.0,1.0,0.0
38886,Noah,IN,1.0,M,0.0,1.0,0.0
35190,Tuija,FI,1.0,F,1.0,0.0,0.0
48688,Gursharan,US,2.0,F,1.0,0.0,0.0
39104,Neerav Atul,US,1.0,M,0.0,1.0,0.0
811,Mausoom,IN,,not found,not found,not found,not found
812,Yongxing,US,,not found,not found,not found,not found
18155,Renjie,CN,3.0,M,0.0,1.0,0.0
31463,Hui,GB,1.0,F,0.97368419,0.0,0.0
31292,Maria Augustina,ES,1.0,F,0.99968094,0.0,0.0
18156,Can,CN,3.0,M,0.0,1.0,0.0
43689,Alexandra,US,1.0,F,0.99605328,0.0,0.0
47004,Carlos,MX,2.0,M,0.0,1.0,0.0
28736,Limor,IL,1.0,F,1.0,0.0,0.0
53435,Theodore,US,2.0,M,0.0,1.0,0.0
813,Byeongmin,KR,,not found,not found,not found,not found
814,Rittwik,US,,not found,not found,not found,not found
815,Shoubo,CN,,not found,not found,not found,not found
38919,Olga,IL,1.0,F,1.0,0.0,0.0
18157,Ying,CN,3.0,M,0.0,1.0,0.0
816,Sangbum,KR,,not found,not found,not found,not found
34489,Jianping,US,1.0,F,1.0,0.0,0.0
32119,Hyun Chang,KR,1.0,?,0.0,0.0,1.0
45047,Juan Carlos,ES,1.0,M,0.0,1.0,0.0
817,Makoto,JP,,not found,not found,not found,not found
818,Kanechika,JP,,not found,not found,not found,not found
18158,Jianfeng,CN,3.0,M,0.0,1.0,0.0
819,Chockkalingam,US,,not found,not found,not found,not found
18159,Ping,CN,3.0,M,0.0,1.0,0.0
820,Lefeng,CN,,not found,not found,not found,not found
48857,Hiroshi,JP,2.0,M,0.0,1.0,0.0
18160,Li,JP,3.0,F,1.0,0.0,0.0
44870,Apurv Ullas,US,1.0,M,0.0,1.0,0.0
52355,Richard Clay,US,2.0,M,0.0,1.0,0.0
33020,Harikrishnan,IN,1.0,M,0.0,1.0,0.0
821,Ping-Kun,TW,,not found,not found,not found,not found
46825,Brian H.,US,2.0,M,0.0,1.0,0.0
32977,Hassan,IR,1.0,M,0.0,1.0,0.0
29919,Mingxia,CN,1.0,F,1.0,0.0,0.0
18161,Arulmurugan,TW,3.0,M,0.0,1.0,0.0
822,Jing,CN,,not found,not found,not found,not found
34631,Jessica,US,1.0,F,0.99656838,0.0,0.0
28786,Laura Ann,CA,1.0,F,1.0,0.0,0.0
49883,Juan,US,2.0,M,0.0,1.0,0.0
31934,Ido,US,1.0,M,0.0,1.0,0.0
823,Geon-woo,KR,,not found,not found,not found,not found
47086,Chad,US,2.0,M,0.0,1.0,0.0
40821,Sandra,BE,1.0,F,0.99982154,0.0,0.0
45901,Aaron Matthew,US,2.0,M,0.0,1.0,0.0
38805,Ricardo Neves,BR,1.0,M,0.0,1.0,0.0
18162,Zino,KR,3.0,M,0.0,1.0,0.0
53828,Wade,US,2.0,M,0.0,1.0,0.0
46011,Ahmet,DE,2.0,M,0.0,1.0,0.0
824,Pengyun,CN,,not found,not found,not found,not found
825,Mingguo,CN,,not found,not found,not found,not found
36812,Yuri,US,1.0,F,0.61063677,0.0,0.0
826,Chenbo,CN,,not found,not found,not found,not found
43293,David,GB,1.0,M,0.0,1.0,0.0
18163,Wei,CN,3.0,M,0.0,1.0,0.0
52778,Samuel,US,2.0,M,0.0,1.0,0.0
827,Tianci,CN,,not found,not found,not found,not found
828,Jinyoung,KR,,not found,not found,not found,not found
18164,Bing,SG,3.0,M,0.0,1.0,0.0
829,Kui,CN,,not found,not found,not found,not found
830,Shahrad,US,,not found,not found,not found,not found
18165,Mayuri,IN,3.0,F,1.0,0.0,0.0
831,Yi-Ching,TW,,not found,not found,not found,not found
33954,Jagdip,US,1.0,M,0.0,1.0,0.0
34164,Ismo,FI,1.0,M,0.0,1.0,0.0
832,Baoming,US,,not found,not found,not found,not found
18166,Venkataramani,US,3.0,F,1.0,0.0,0.0
833,Jeongil,KR,,not found,not found,not found,not found
834,Jin,CN,,not found,not found,not found,not found
37788,Xiaojie,US,1.0,F,1.0,0.0,0.0
835,Siping,CN,,not found,not found,not found,not found
40472,Sarah,US,1.0,F,0.99687392,0.0,0.0
18167,Sanghoon,KR,3.0,M,0.0,1.0,0.0
51801,Parker,US,2.0,M,0.0,1.0,0.0
46049,Albert,US,2.0,M,0.0,1.0,0.0
39290,Pavel,US,1.0,M,0.0,1.0,0.0
836,Minghui,CN,,not found,not found,not found,not found
31719,Hiroki,JP,1.0,M,0.0,1.0,0.0
837,Chia-Jen,TW,,not found,not found,not found,not found
41171,Seung Gu,KR,1.0,?,0.0,0.0,1.0
51118,Michael,BE,2.0,M,0.0,1.0,0.0
34844,Tomokazu,JP,1.0,M,0.0,1.0,0.0
51410,Penchala N.,US,2.0,F,1.0,0.0,0.0
51564,Nicholas James,US,2.0,M,0.0,1.0,0.0
18168,Weiping,US,3.0,F,1.0,0.0,0.0
42345,Dhananjay,US,1.0,M,0.0,1.0,0.0
40409,Sommer Ann,US,1.0,F,1.0,0.0,0.0
18169,Fen,CN,3.0,F,1.0,0.0,0.0
42301,Benoit,FR,1.0,M,0.0,1.0,0.0
838,Nanfang,CN,,not found,not found,not found,not found
39488,Osamu,JP,1.0,M,0.0,1.0,0.0
32932,Haile,US,1.0,F,0.80794847,0.0,0.0
29667,Kazumasa,JP,1.0,M,0.0,1.0,0.0
839,Youngjun,KR,,not found,not found,not found,not found
840,Chuanliang,CN,,not found,not found,not found,not found
36928,Zeid,SE,1.0,M,0.0,1.0,0.0
50588,Obiomalotaoso Leonard,SA,2.0,M,0.0,1.0,0.0
53671,Tchavdar V.,US,2.0,M,0.0,1.0,0.0
841,Eoksu,KR,,not found,not found,not found,not found
35378,Tomoya,JP,1.0,M,0.0,1.0,0.0
53123,Siyan,US,2.0,M,0.0,1.0,0.0
18170,Frederik F. J.,CN,3.0,M,0.0,1.0,0.0
50908,Mark,US,2.0,M,0.0,1.0,0.0
18171,Fujun,CN,3.0,M,0.0,1.0,0.0
842,Yanchao,CN,,not found,not found,not found,not found
18172,Dong,CN,3.0,M,0.0,1.0,0.0
843,Hongzhuo,CN,,not found,not found,not found,not found
52426,Robert Stephen,US,2.0,M,0.0,1.0,0.0
844,Jangseop,KR,,not found,not found,not found,not found
18173,Xiao Xi,CN,3.0,F,1.0,0.0,0.0
845,Tomotsugu,JP,,not found,not found,not found,not found
18174,Haobo,US,3.0,M,0.0,1.0,0.0
51965,Peter,US,2.0,M,0.0,1.0,0.0
846,Pin-Wen,TW,,not found,not found,not found,not found
47987,Dylan Todd,US,2.0,M,0.0,1.0,0.0
48325,Frank,US,2.0,M,0.0,1.0,0.0
37596,Yahui,CN,1.0,?,0.0,0.0,1.0
28308,Kwang Ho,KR,1.0,?,0.0,0.0,1.0
53068,Shun,JP,2.0,M,0.0,1.0,0.0
18175,Weibin,CN,3.0,M,0.0,1.0,0.0
45223,Apurup Reddy,US,1.0,M,0.0,1.0,0.0
847,Kiwoong,KR,,not found,not found,not found,not found
848,Yuehai,US,,not found,not found,not found,not found
43765,Dipen,US,1.0,M,0.0,1.0,0.0
18176,Benjamin,CN,3.0,M,0.0,1.0,0.0
849,Hoemi,KR,,not found,not found,not found,not found
850,Changwon,KR,,not found,not found,not found,not found
45690,Ing. Thiemo,DE,1.0,M,0.0,1.0,0.0
50991,Matthew Scott,US,2.0,M,0.0,1.0,0.0
851,Meiyi,CN,,not found,not found,not found,not found
40546,Sara,CH,1.0,F,1.0,0.0,0.0
18177,Peiman,US,3.0,M,0.0,1.0,0.0
37995,Rahul,US,1.0,M,0.0,1.0,0.0
852,Haifeng,CN,,not found,not found,not found,not found
40726,Sadaharu,JP,1.0,M,0.0,1.0,0.0
18178,Xixi,CN,3.0,F,1.0,0.0,0.0
49451,Jiasheng,US,2.0,M,0.0,1.0,0.0
41308,Deepak,US,1.0,M,0.0,1.0,0.0
853,Qidao,US,,not found,not found,not found,not found
44922,Hye Dong,KR,1.0,M,0.0,1.0,0.0
854,Avshi,IL,,not found,not found,not found,not found
855,Bingliang,CN,,not found,not found,not found,not found
49297,Jayson,US,2.0,M,0.0,1.0,0.0
856,Ra'anan,IL,,not found,not found,not found,not found
857,Yongseop,KR,,not found,not found,not found,not found
36897,Zvika,IL,1.0,M,0.0,1.0,0.0
52564,Ronald,US,2.0,M,0.0,1.0,0.0
18179,Leander,HK,3.0,M,0.0,1.0,0.0
33415,Joan Zarate,US,1.0,F,0.98907328,0.0,0.0
858,Zhihui,CN,,not found,not found,not found,not found
18180,Yuan,US,3.0,M,0.0,1.0,0.0
52909,Hsien-Hsin Sean,US,2.0,M,0.0,1.0,0.0
18181,Tao,CN,3.0,M,0.0,1.0,0.0
49014,Iulian,DE,2.0,M,0.0,1.0,0.0
18182,Tao,CN,3.0,M,0.0,1.0,0.0
44726,Barbara,PL,1.0,F,1.0,0.0,0.0
859,Jun,CN,,not found,not found,not found,not found
35291,Valentina Di,IT,1.0,F,1.0,0.0,0.0
860,Shipeng,US,,not found,not found,not found,not found
861,Hanching,US,,not found,not found,not found,not found
18183,Xiang,CN,3.0,M,0.0,1.0,0.0
862,Meng-Sheng,TW,,not found,not found,not found,not found
50651,Lixin,US,2.0,M,0.0,1.0,0.0
49011,Istok Gorazd,CA,2.0,M,0.0,1.0,0.0
863,Min-Hsun,TW,,not found,not found,not found,not found
864,Eng Eong,SG,,not found,not found,not found,not found
18184,Jianhua,CN,3.0,M,0.0,1.0,0.0
18185,Zhilin,CN,3.0,M,0.0,1.0,0.0
865,Qiubin,CN,,not found,not found,not found,not found
18186,Zhen,CN,3.0,M,0.0,1.0,0.0
18187,Seonmi,KR,3.0,F,1.0,0.0,0.0
18188,Hao,CN,3.0,M,0.0,1.0,0.0
28685,Lisa,US,1.0,F,0.9971168,0.0,0.0
40290,So Ra,KR,1.0,?,0.0,0.0,1.0
18189,S. K.,TW,3.0,M,0.0,1.0,0.0
866,Huaming,CN,,not found,not found,not found,not found
867,Xiaosong,US,,not found,not found,not found,not found
18190,Lijuan,US,3.0,F,1.0,0.0,0.0
868,Hui,CN,,not found,not found,not found,not found
869,Ryo,JP,,not found,not found,not found,not found
34078,Javier,ES,1.0,M,0.0,1.0,0.0
50012,Junyi,US,2.0,F,1.0,0.0,0.0
870,Hyungtae,KR,,not found,not found,not found,not found
53358,Suresh,IN,2.0,M,0.0,1.0,0.0
871,Jiyong,CN,,not found,not found,not found,not found
872,Yongho,KR,,not found,not found,not found,not found
39167,Nilesh D.,IN,1.0,M,0.0,1.0,0.0
873,Hongzhou,CN,,not found,not found,not found,not found
42581,Dan,DK,1.0,M,0.0,1.0,0.0
42027,Augustin,FR,1.0,M,0.0,1.0,0.0
42490,Eric,DE,1.0,M,0.0,1.0,0.0
