,name_first,country,level,gender,F,M,?
13862,JongChul,KR,,not found,not found,not found,not found
13863,Tianyue,CN,,not found,not found,not found,not found
13864,Muthukkumaran,US,,not found,not found,not found,not found
51920,Pedro,FI,2.0,M,0.0,1.0,0.0
52018,Phillip S.,US,2.0,M,0.0,1.0,0.0
13865,Hyungtae,KR,,not found,not found,not found,not found
13866,Ikutoshi,JP,,not found,not found,not found,not found
29694,Keisuke,JP,1.0,M,0.0,1.0,0.0
25883,Wei-Li,TW,3.0,F,1.0,0.0,0.0
28530,Koushi,JP,1.0,?,0.0,0.0,1.0
13867,Ravisha,US,,not found,not found,not found,not found
25884,Wei,CN,3.0,M,0.0,1.0,0.0
13868,Tianpeng,CN,,not found,not found,not found,not found
35310,Valli Gadiyaram,US,1.0,F,1.0,0.0,0.0
13869,Xinghua,CN,,not found,not found,not found,not found
49049,Dipeshkumar J.,US,2.0,M,0.0,1.0,0.0
13870,Haibo,US,,not found,not found,not found,not found
50374,Kit Han,GB,2.0,M,0.0,1.0,0.0
29527,Ki Baek,KR,1.0,?,0.0,0.0,1.0
25885,Wei,CN,3.0,M,0.0,1.0,0.0
33541,Juan,MX,1.0,M,0.0,1.0,0.0
25886,Vipulkumar,US,3.0,M,0.0,1.0,0.0
13871,Hongmo,KR,,not found,not found,not found,not found
25887,Hai,CN,3.0,M,0.0,1.0,0.0
33620,Jung,KR,1.0,?,0.0,0.0,1.0
13872,Kunren,CN,,not found,not found,not found,not found
25888,Jian,US,3.0,M,0.0,1.0,0.0
48696,Phonesacksith Guy,US,2.0,M,0.0,1.0,0.0
47772,David,US,2.0,M,0.0,1.0,0.0
38090,Raef Bahi Youssef,US,1.0,M,0.0,1.0,0.0
13873,Yingchang,US,,not found,not found,not found,not found
25889,Weifeng,CN,3.0,M,0.0,1.0,0.0
29631,Kazuya,JP,1.0,M,0.0,1.0,0.0
31848,Ikuhiro,JP,1.0,M,0.0,1.0,0.0
35330,Toru,JP,1.0,M,0.0,1.0,0.0
38407,Roland,DE,1.0,M,0.0,1.0,0.0
13874,Pilyeon,US,,not found,not found,not found,not found
45808,Rafi Shaik,US,1.0,M,0.0,1.0,0.0
29629,Kazuto,JP,1.0,M,0.0,1.0,0.0
50110,Kai Feng,CN,2.0,M,0.0,1.0,0.0
25890,Seoyeon,KR,3.0,F,1.0,0.0,0.0
13875,Jinzhi,CN,,not found,not found,not found,not found
25891,Tadayasu,US,3.0,M,0.0,1.0,0.0
13876,Sujin,KR,,not found,not found,not found,not found
34538,Jenny W.,US,1.0,F,0.99326819,0.0,0.0
31377,Martijn Constant,NL,1.0,M,0.0,1.0,0.0
33553,Juha,FI,1.0,M,0.0,1.0,0.0
53255,Steve,US,2.0,M,0.0,1.0,0.0
45849,Rama Santosh Neelim Kumar,IN,1.0,F,1.0,0.0,0.0
35022,Thierry,BE,1.0,M,0.0,1.0,0.0
37321,Woo-Jin,KR,1.0,M,0.0,1.0,0.0
25892,Jianfeng,CN,3.0,M,0.0,1.0,0.0
13877,Bingrui,US,,not found,not found,not found,not found
31855,Ijsbrand,BE,1.0,M,0.0,1.0,0.0
37976,Xiaoxiao,US,1.0,F,1.0,0.0,0.0
13878,Ruei-Lin,TW,,not found,not found,not found,not found
13879,Huilong,US,,not found,not found,not found,not found
13880,Youngin,KR,,not found,not found,not found,not found
40226,Stefano,IT,1.0,M,0.0,1.0,0.0
25893,Naeim,US,3.0,M,0.0,1.0,0.0
13881,Donghoon,KR,,not found,not found,not found,not found
13882,Anjaneyulu,US,,not found,not found,not found,not found
46002,Agustin,US,2.0,M,0.0,1.0,0.0
13883,Sascha,DE,,not found,not found,not found,not found
50165,Karel,ZA,2.0,M,0.0,1.0,0.0
35795,Su Hwan,KR,1.0,F,1.0,0.0,0.0
42290,Asuna,JP,1.0,F,1.0,0.0,0.0
25894,Kayuri,JP,3.0,F,1.0,0.0,0.0
13884,Yunkeun,KR,,not found,not found,not found,not found
25895,Nadathur Rajagopalan,US,3.0,M,0.0,1.0,0.0
50490,Lawrence Pace,US,2.0,M,0.0,1.0,0.0
43895,Chinh,US,1.0,M,0.0,1.0,0.0
39523,Oscar,ES,1.0,M,0.0,1.0,0.0
13885,Yi-Cheng,TW,,not found,not found,not found,not found
13886,Seungho,KR,,not found,not found,not found,not found
43401,Aleksey A.,RU,1.0,M,0.0,1.0,0.0
36211,Taigo,JP,1.0,M,0.0,1.0,0.0
13887,Hsieh-Lin,TW,,not found,not found,not found,not found
25896,Girum,US,3.0,M,0.0,1.0,0.0
50710,Luis Enrique,BR,2.0,M,0.0,1.0,0.0
34853,Tomohiro,JP,1.0,M,0.0,1.0,0.0
28918,Laurent,FR,1.0,M,0.0,1.0,0.0
25897,Zhong,CN,3.0,M,0.0,1.0,0.0
41727,Dean Richard,AU,1.0,M,0.0,1.0,0.0
13888,Joonsam,KR,,not found,not found,not found,not found
13889,Qianfei,CN,,not found,not found,not found,not found
13890,Thozamile,CA,,not found,not found,not found,not found
30973,Lun Ted,US,1.0,F,1.0,0.0,0.0
25898,Yushu,CN,3.0,M,0.0,1.0,0.0
25899,Miyoung,KR,3.0,F,1.0,0.0,0.0
13891,Ta-Yung,TW,,not found,not found,not found,not found
42792,Adrienne Michelle,US,1.0,F,0.99434495,0.0,0.0
13892,Peina,CN,,not found,not found,not found,not found
13893,Hyunchang,KR,,not found,not found,not found,not found
13894,Herriot,US,,not found,not found,not found,not found
13895,Unoh,US,,not found,not found,not found,not found
25900,Joyeeta,US,3.0,F,1.0,0.0,0.0
53720,Venkata Nagaraju,IN,2.0,M,0.0,1.0,0.0
13896,Byeonggeun,KR,,not found,not found,not found,not found
35537,Susanto,IN,1.0,M,0.0,1.0,0.0
13897,Jongchul,KR,,not found,not found,not found,not found
49202,Jared,US,2.0,M,0.0,1.0,0.0
31666,Hirotake,JP,1.0,M,0.0,1.0,0.0
49980,Jun,US,2.0,M,0.0,1.0,0.0
32323,Graeme Noel,AU,1.0,M,0.0,1.0,0.0
13898,Jordan,US,,not found,not found,not found,not found
28897,Leonardo,BR,1.0,M,0.0,1.0,0.0
41303,Ashutosh Gajanan,US,1.0,M,0.0,1.0,0.0
25901,Peng,CN,3.0,M,0.0,1.0,0.0
39399,Phil,CA,1.0,M,0.0,1.0,0.0
37147,Yuji,JP,1.0,M,0.0,1.0,0.0
13899,Somally,US,,not found,not found,not found,not found
30032,Mayur,US,1.0,M,0.0,1.0,0.0
29831,Michelle,US,1.0,F,0.99595797,0.0,0.0
51599,Nicholas Paul,US,2.0,M,0.0,1.0,0.0
38021,Rajaksekhar,IN,1.0,M,0.0,1.0,0.0
45658,Joon Tae,KR,1.0,M,0.0,1.0,0.0
32906,Hannes,AT,1.0,M,0.0,1.0,0.0
53236,Stephen,US,2.0,M,0.0,1.0,0.0
13900,Sewook,KR,,not found,not found,not found,not found
13901,Minghua,CN,,not found,not found,not found,not found
25902,Ziqiang,US,3.0,M,0.0,1.0,0.0
51497,Nathan,US,2.0,M,0.0,1.0,0.0
13902,Wonsuck,KR,,not found,not found,not found,not found
36901,Zoya,US,1.0,F,1.0,0.0,0.0
45537,Min Jae,KR,1.0,?,0.0,0.0,1.0
25903,Sathit,US,3.0,M,0.0,1.0,0.0
13903,Hidebumi,JP,,not found,not found,not found,not found
25904,Xinyan,CN,3.0,F,1.0,0.0,0.0
13904,Bongseong,KR,,not found,not found,not found,not found
13905,Dongming,US,,not found,not found,not found,not found
13906,Inkoo,KR,,not found,not found,not found,not found
13907,Charanjith,US,,not found,not found,not found,not found
47676,David,AU,2.0,M,0.0,1.0,0.0
25905,Yan Ting,CN,3.0,M,0.0,1.0,0.0
13908,Canwu,CN,,not found,not found,not found,not found
13909,ZaiHang,SG,,not found,not found,not found,not found
13910,Qiubao,CN,,not found,not found,not found,not found
48720,Haining,GB,2.0,M,0.0,1.0,0.0
42939,Aravindan,IN,1.0,M,0.0,1.0,0.0
39010,Odd,NO,1.0,M,0.0,1.0,0.0
30955,Magnus,NO,1.0,M,0.0,1.0,0.0
13911,Okinori,JP,,not found,not found,not found,not found
13912,Guijie,CN,,not found,not found,not found,not found
44640,Diego,ES,1.0,M,0.0,1.0,0.0
13913,Yuan-Cheng,TW,,not found,not found,not found,not found
13914,Dihn Tien,VN,,not found,not found,not found,not found
25906,Yin,CN,3.0,F,1.0,0.0,0.0
13915,Yungao,CN,,not found,not found,not found,not found
25907,Aswath,US,3.0,M,0.0,1.0,0.0
25908,Chunxia,CN,3.0,F,1.0,0.0,0.0
38444,Roman Vladimirovich,RU,1.0,M,0.0,1.0,0.0
44760,Dmytro,US,1.0,M,0.0,1.0,0.0
49633,John,US,2.0,M,0.0,1.0,0.0
40265,Sindhu,US,1.0,F,1.0,0.0,0.0
13916,Zhongli,CN,,not found,not found,not found,not found
25909,Ming,US,3.0,M,0.0,1.0,0.0
13917,DingYu,CN,,not found,not found,not found,not found
25910,Sivesh,US,3.0,M,0.0,1.0,0.0
42805,Bo Ki,KR,1.0,?,0.0,0.0,1.0
25911,Ketan,CN,3.0,M,0.0,1.0,0.0
13918,Zhoubing,US,,not found,not found,not found,not found
13919,Qiaosheng,CN,,not found,not found,not found,not found
13920,Jia-Mei,FR,,not found,not found,not found,not found
44738,Chandrashekhar,IN,1.0,M,0.0,1.0,0.0
25912,Yinghui,CN,3.0,F,1.0,0.0,0.0
52829,Sang Y.,US,2.0,M,0.0,1.0,0.0
13921,Jungah,KR,,not found,not found,not found,not found
34391,Ji Ho,KR,1.0,?,0.0,0.0,1.0
25913,Zhifang,US,3.0,F,1.0,0.0,0.0
46021,Ajit Kumar,IN,2.0,M,0.0,1.0,0.0
46340,Andrew Neil,US,2.0,M,0.0,1.0,0.0
45716,Sandeep Shankar,US,1.0,M,0.0,1.0,0.0
25914,Yimin,CN,3.0,M,0.0,1.0,0.0
42819,Arman,GB,1.0,M,0.0,1.0,0.0
41698,Bernhard,DE,1.0,M,0.0,1.0,0.0
25915,Xiaoping,US,3.0,F,1.0,0.0,0.0
13922,Zhenlong,CN,,not found,not found,not found,not found
13923,Chen,CN,,not found,not found,not found,not found
25916,Peijun,US,3.0,M,0.0,1.0,0.0
25917,Satoru,SG,3.0,M,0.0,1.0,0.0
54092,Xiang,US,2.0,M,0.0,1.0,0.0
13924,Seiyon,US,,not found,not found,not found,not found
13925,Woo-yong,KR,,not found,not found,not found,not found
42662,Amantullah,IN,1.0,M,0.0,1.0,0.0
25918,Yanping,CN,3.0,F,1.0,0.0,0.0
13926,Hongye,CN,,not found,not found,not found,not found
40445,Song,US,1.0,F,0.72757775,0.0,0.0
25919,Ning,CN,3.0,F,1.0,0.0,0.0
40704,Salvador,ES,1.0,M,0.0,1.0,0.0
25920,Hyunjin,KR,3.0,F,1.0,0.0,0.0
34115,Jabari,US,1.0,M,0.0,1.0,0.0
25921,Bilin,US,3.0,F,1.0,0.0,0.0
39426,Paulus,NL,1.0,M,0.0,1.0,0.0
30436,Mohammed Zuhair,SA,1.0,M,0.0,1.0,0.0
53256,Steve,US,2.0,M,0.0,1.0,0.0
31912,Ibrahim,US,1.0,M,0.0,1.0,0.0
13927,Shuxiong,CN,,not found,not found,not found,not found
13928,Bin,CN,,not found,not found,not found,not found
13929,Xinlei,CN,,not found,not found,not found,not found
40405,Sondra LaVelle,US,1.0,F,1.0,0.0,0.0
13930,Xuishui,CN,,not found,not found,not found,not found
13931,Shang,CN,,not found,not found,not found,not found
13932,Fan,CN,,not found,not found,not found,not found
13933,Huatao,CN,,not found,not found,not found,not found
34713,Timothy Makoto,CA,1.0,M,0.0,1.0,0.0
36637,Yevgeniy Viatcheslavovich,US,1.0,M,0.0,1.0,0.0
46492,Asghar,US,2.0,M,0.0,1.0,0.0
13934,Sangjun,KR,,not found,not found,not found,not found
25922,Shubo,CN,3.0,M,0.0,1.0,0.0
33392,Jinho,US,1.0,M,0.0,1.0,0.0
42004,Carlos,ES,1.0,M,0.0,1.0,0.0
13935,Zujie,CN,,not found,not found,not found,not found
13936,ChiaTing,TW,,not found,not found,not found,not found
46497,Ashish,US,2.0,M,0.0,1.0,0.0
42283,Denton Journeay,US,1.0,M,0.0,1.0,0.0
32628,Gerhard,GB,1.0,M,0.0,1.0,0.0
13937,Nan,DE,,not found,not found,not found,not found
37944,Xiaowen,CN,1.0,M,0.0,1.0,0.0
13938,Hsiming,US,,not found,not found,not found,not found
25923,Huanhuan,CN,3.0,F,1.0,0.0,0.0
13939,Elancheren,US,,not found,not found,not found,not found
31370,Martin,ES,1.0,M,0.0,1.0,0.0
28516,Koichi,JP,1.0,M,0.0,1.0,0.0
13940,Motohashi,JP,,not found,not found,not found,not found
13941,Dake,US,,not found,not found,not found,not found
54551,Zachary T.,US,2.0,M,0.0,1.0,0.0
13942,Seemit,US,,not found,not found,not found,not found
25924,Yason,US,3.0,M,0.0,1.0,0.0
25925,Haizhen,CN,3.0,F,1.0,0.0,0.0
49050,Behkish J.,US,2.0,M,0.0,1.0,0.0
13943,Xiaolin,US,,not found,not found,not found,not found
25926,Yongjun,CN,3.0,M,0.0,1.0,0.0
13944,Muthazhagan,IN,,not found,not found,not found,not found
13945,Akeshi,JP,,not found,not found,not found,not found
51735,Oren,US,2.0,M,0.0,1.0,0.0
13946,Qiaoming,CN,,not found,not found,not found,not found
43740,Avinash,US,1.0,M,0.0,1.0,0.0
13947,Changlun,CN,,not found,not found,not found,not found
49436,Ji-Young,KR,2.0,F,1.0,0.0,0.0
31710,Hirofumi,JP,1.0,M,0.0,1.0,0.0
40733,Sahand Negahban,US,1.0,M,0.0,1.0,0.0
25927,Sohyun,KR,3.0,F,1.0,0.0,0.0
13948,Qinghai,CN,,not found,not found,not found,not found
39006,Ogechi,US,1.0,F,1.0,0.0,0.0
38213,Piyush,US,1.0,M,0.0,1.0,0.0
33087,John,AU,1.0,M,0.0,1.0,0.0
52523,Rodrigo,US,2.0,M,0.0,1.0,0.0
25928,Jie,CN,3.0,M,0.0,1.0,0.0
13949,Pei-Fen,TW,,not found,not found,not found,not found
13950,Chonggang,US,,not found,not found,not found,not found
13951,Shiu-Ko,TW,,not found,not found,not found,not found
13952,Ruifang,CN,,not found,not found,not found,not found
47163,Charleston,US,2.0,M,0.0,1.0,0.0
31896,Ibrahim,AU,1.0,M,0.0,1.0,0.0
13953,Kuifei,CN,,not found,not found,not found,not found
13954,Yangwan,KR,,not found,not found,not found,not found
13955,Rentao,CN,,not found,not found,not found,not found
13956,Yantao,CN,,not found,not found,not found,not found
36657,Ying,US,1.0,F,0.65057182,0.0,0.0
25929,Jinyu,CN,3.0,F,1.0,0.0,0.0
13957,Marduke,US,,not found,not found,not found,not found
25930,Wenqi,CN,3.0,F,1.0,0.0,0.0
46490,Arvind Kumar Tirchirapolly,IN,2.0,M,0.0,1.0,0.0
47264,Christian Ellington,US,2.0,M,0.0,1.0,0.0
40655,Satoshi,JP,1.0,M,0.0,1.0,0.0
40738,Sailesh Bharathwaaj,US,1.0,M,0.0,1.0,0.0
38645,Reiner,DE,1.0,M,0.0,1.0,0.0
13958,Jianxun,US,,not found,not found,not found,not found
25931,Yongbin,CN,3.0,M,0.0,1.0,0.0
49707,Jonathan E.,US,2.0,M,0.0,1.0,0.0
37236,Wael,US,1.0,M,0.0,1.0,0.0
34324,Ji-Hyun,KR,1.0,F,1.0,0.0,0.0
34571,Jean-Michel,FR,1.0,M,0.0,1.0,0.0
25932,Jianliang,CN,3.0,M,0.0,1.0,0.0
13959,Chingchi,US,,not found,not found,not found,not found
28871,Lei,US,1.0,F,0.96792454,0.0,0.0
30979,Lukasz,BE,1.0,M,0.0,1.0,0.0
52927,Sean,US,2.0,M,0.0,1.0,0.0
13960,Fei,CN,,not found,not found,not found,not found
47622,Daniel Martin,US,2.0,M,0.0,1.0,0.0
13961,Xiaochuan,US,,not found,not found,not found,not found
13962,Olivier,LU,,not found,not found,not found,not found
25933,Tao,US,3.0,M,0.0,1.0,0.0
46152,Alexey,US,2.0,M,0.0,1.0,0.0
30740,Margaret A.,US,1.0,F,0.99698138,0.0,0.0
13963,Kijun,KR,,not found,not found,not found,not found
45244,Sreelatha Reddy,US,1.0,M,0.0,1.0,0.0
40700,Salvatore,IT,1.0,M,0.0,1.0,0.0
13964,Feng-Cheng,TW,,not found,not found,not found,not found
34537,Jenny S.,US,1.0,F,0.99326819,0.0,0.0
25934,Ziqing,CN,3.0,F,1.0,0.0,0.0
13965,Haitong,US,,not found,not found,not found,not found
47773,David,US,2.0,M,0.0,1.0,0.0
25935,Guy,EE,3.0,M,0.0,1.0,0.0
43619,Akiko,JP,1.0,F,1.0,0.0,0.0
29063,Karthick,IN,1.0,M,0.0,1.0,0.0
25936,Ming,US,3.0,M,0.0,1.0,0.0
25937,Hyun-Woo,US,3.0,M,0.0,1.0,0.0
25938,Zhihua,CN,3.0,F,1.0,0.0,0.0
47774,David A.,US,2.0,M,0.0,1.0,0.0
44514,Francine,US,1.0,F,0.99969059,0.0,0.0
13966,Seungri,KR,,not found,not found,not found,not found
51125,Michael,CA,2.0,M,0.0,1.0,0.0
13967,Zenichiro,JP,,not found,not found,not found,not found
51111,Miad,CA,2.0,M,0.0,1.0,0.0
39572,Paula,ES,1.0,F,1.0,0.0,0.0
43163,Emilia Daniela,US,1.0,F,1.0,0.0,0.0
13968,Kuang-Hui,TW,,not found,not found,not found,not found
32313,Gorish,IN,1.0,M,0.0,1.0,0.0
13969,Jun,CN,,not found,not found,not found,not found
25939,Lijun,CN,3.0,F,1.0,0.0,0.0
13970,Xiaolin,CN,,not found,not found,not found,not found
13971,Le,CN,,not found,not found,not found,not found
47212,Chong,US,2.0,M,0.0,1.0,0.0
25940,Minjeong,KR,3.0,F,1.0,0.0,0.0
44999,Ravi Karan,US,1.0,F,0.7276243,0.0,0.0
45035,Deena Dayalan,IN,1.0,M,0.0,1.0,0.0
46871,Brian,US,2.0,M,0.0,1.0,0.0
39681,Shuichi,JP,1.0,M,0.0,1.0,0.0
13972,Yun-Sheng,TW,,not found,not found,not found,not found
13973,Deqiang,CN,,not found,not found,not found,not found
34390,Ji Ho,KR,1.0,?,0.0,0.0,1.0
25941,Soton Ayodele,US,3.0,M,0.0,1.0,0.0
25942,Weiqing,US,3.0,M,0.0,1.0,0.0
13974,Zhuo,CN,,not found,not found,not found,not found
13975,Ye-Yi,US,,not found,not found,not found,not found
13976,Jeng-Cheng,TW,,not found,not found,not found,not found
48708,Rayomand H.,US,2.0,M,0.0,1.0,0.0
13977,Tieming,US,,not found,not found,not found,not found
13978,Chih-Chieh,TW,,not found,not found,not found,not found
13979,Kihoon,KR,,not found,not found,not found,not found
46872,Brian,US,2.0,M,0.0,1.0,0.0
25943,Seoyeon,KR,3.0,F,1.0,0.0,0.0
13980,Vannakambadi K.,US,,not found,not found,not found,not found
13981,Chen,CN,,not found,not found,not found,not found
25944,Rudolf C. F.,VN,3.0,M,0.0,1.0,0.0
51797,Pan,US,2.0,M,0.0,1.0,0.0
25945,Tao,US,3.0,M,0.0,1.0,0.0
34224,Jae-Young,KR,1.0,?,0.0,0.0,1.0
25946,He,CN,3.0,M,0.0,1.0,0.0
25947,Yihua,US,3.0,M,0.0,1.0,0.0
25948,Gopa,US,3.0,F,1.0,0.0,0.0
52633,Rudolph F. T.,US,2.0,M,0.0,1.0,0.0
13982,Fuming,CN,,not found,not found,not found,not found
52142,Qingyun,US,2.0,F,1.0,0.0,0.0
13983,Gangmin,CN,,not found,not found,not found,not found
13984,Siyang,CN,,not found,not found,not found,not found
29858,Michael,DE,1.0,M,0.0,1.0,0.0
46189,Alvaro,US,2.0,M,0.0,1.0,0.0
25949,You,CN,3.0,M,0.0,1.0,0.0
25950,Hua,US,3.0,M,0.0,1.0,0.0
13985,Heng-Li,TW,,not found,not found,not found,not found
38317,Priyanka,US,1.0,F,1.0,0.0,0.0
13986,Andisheh,US,,not found,not found,not found,not found
13987,Eunkyung,KR,,not found,not found,not found,not found
41797,Ashish,IN,1.0,M,0.0,1.0,0.0
25951,Tajesh Jayprakash,US,3.0,M,0.0,1.0,0.0
25952,Masumi,JP,3.0,F,1.0,0.0,0.0
25953,Seungjin,KR,3.0,M,0.0,1.0,0.0
44326,Bastian,DE,1.0,M,0.0,1.0,0.0
29921,Minehiko,JP,1.0,M,0.0,1.0,0.0
36367,Yongliang,CN,1.0,M,0.0,1.0,0.0
13988,Oh-Kyong,KR,,not found,not found,not found,not found
13989,Mohammadhadi,CA,,not found,not found,not found,not found
25954,Anhua,CN,3.0,F,1.0,0.0,0.0
44866,Woong Do,KR,1.0,?,0.0,0.0,1.0
13990,Barosaim,KR,,not found,not found,not found,not found
13991,Chien-Kang,TW,,not found,not found,not found,not found
29607,Kazutaka,JP,1.0,M,0.0,1.0,0.0
50590,Leonard,US,2.0,M,0.0,1.0,0.0
28678,Ling-Hua,CN,1.0,?,0.0,0.0,1.0
36772,Yuwen,US,1.0,F,1.0,0.0,0.0
33559,Julia Helen,US,1.0,F,0.99608564,0.0,0.0
13992,Hingkwan,US,,not found,not found,not found,not found
13993,Hyunseok,KR,,not found,not found,not found,not found
13994,Limin,US,,not found,not found,not found,not found
13995,Supeng,SG,,not found,not found,not found,not found
25955,Qiuping,CN,3.0,F,1.0,0.0,0.0
25956,Sushain,US,3.0,M,0.0,1.0,0.0
31885,Ilan,IL,1.0,M,0.0,1.0,0.0
25957,Jinpeng,CN,3.0,M,0.0,1.0,0.0
42908,Etsuya,JP,1.0,M,0.0,1.0,0.0
25958,Yuki,JP,3.0,F,1.0,0.0,0.0
38539,Ryoma,JP,1.0,M,0.0,1.0,0.0
29659,Kazuki,JP,1.0,M,0.0,1.0,0.0
42115,Christian,DE,1.0,M,0.0,1.0,0.0
31124,Massimiliano,IT,1.0,M,0.0,1.0,0.0
37740,Yasaswi,IN,1.0,?,0.0,0.0,1.0
25959,Md,SA,3.0,M,0.0,1.0,0.0
13996,Beomsik,KR,,not found,not found,not found,not found
28278,Kyoung Wook,US,1.0,M,0.0,1.0,0.0
13997,Hao-Yen,US,,not found,not found,not found,not found
38836,Noemie,US,1.0,F,1.0,0.0,0.0
25960,Su-Min,KR,3.0,M,0.0,1.0,0.0
42964,Daniel,SE,1.0,M,0.0,1.0,0.0
42144,Audun,NO,1.0,M,0.0,1.0,0.0
25961,Wei-Chi,TW,3.0,F,1.0,0.0,0.0
34893,Tomer Rafael,CA,1.0,M,0.0,1.0,0.0
51927,Pedro,US,2.0,M,0.0,1.0,0.0
48506,George Stephen,US,2.0,M,0.0,1.0,0.0
47536,Daniel,BE,2.0,M,0.0,1.0,0.0
49752,Jose A.,CA,2.0,M,0.0,1.0,0.0
13998,ByeongUk,KR,,not found,not found,not found,not found
32251,Guillaume,FR,1.0,M,0.0,1.0,0.0
29046,Kartik,US,1.0,M,0.0,1.0,0.0
13999,Yizhi,US,,not found,not found,not found,not found
14000,Wenhan,US,,not found,not found,not found,not found
14001,Jia-Cyuan,TW,,not found,not found,not found,not found
25962,Junying,CN,3.0,F,1.0,0.0,0.0
14002,Dongyue,CN,,not found,not found,not found,not found
14003,Tingfang,US,,not found,not found,not found,not found
14004,Shungneng,US,,not found,not found,not found,not found
25963,Hyejin,KR,3.0,F,1.0,0.0,0.0
34725,Tim,GB,1.0,M,0.0,1.0,0.0
14005,Jinjiang,SA,,not found,not found,not found,not found
14006,Lindes,US,,not found,not found,not found,not found
31470,Hugo,CH,1.0,M,0.0,1.0,0.0
39458,Paolo,IT,1.0,M,0.0,1.0,0.0
14007,Minbao,US,,not found,not found,not found,not found
51895,Paul X.,US,2.0,M,0.0,1.0,0.0
36942,Zhiming,US,1.0,M,0.0,1.0,0.0
14008,Jaeyoo,US,,not found,not found,not found,not found
14009,Sungin,KR,,not found,not found,not found,not found
25964,Hongyu,CN,3.0,M,0.0,1.0,0.0
14010,Kangkyung,KR,,not found,not found,not found,not found
49118,James,CA,2.0,M,0.0,1.0,0.0
14011,Xiruo,US,,not found,not found,not found,not found
52893,Scott,US,2.0,M,0.0,1.0,0.0
31841,Ikuo,JP,1.0,M,0.0,1.0,0.0
14012,Gongzheng,CN,,not found,not found,not found,not found
25965,Burkay,US,3.0,M,0.0,1.0,0.0
32861,Hezi Ben,US,1.0,M,0.0,1.0,0.0
25966,Winston,CN,3.0,M,0.0,1.0,0.0
36006,Takayuki,JP,1.0,M,0.0,1.0,0.0
43073,David,ES,1.0,M,0.0,1.0,0.0
49981,Jun,US,2.0,M,0.0,1.0,0.0
25967,Dami,KR,3.0,F,1.0,0.0,0.0
14013,Eunhyung,KR,,not found,not found,not found,not found
41090,Sei Young,KR,1.0,F,1.0,0.0,0.0
31135,Masayuki,JP,1.0,M,0.0,1.0,0.0
14014,Shimeng,CN,,not found,not found,not found,not found
39856,Shingo,JP,1.0,M,0.0,1.0,0.0
40280,Sofia,IT,1.0,F,1.0,0.0,0.0
44251,Dmitry,BE,1.0,M,0.0,1.0,0.0
37568,Vipulkumar Shankarbhai,IN,1.0,M,0.0,1.0,0.0
54203,Xueli,DE,2.0,F,1.0,0.0,0.0
25968,Qian,CN,3.0,M,0.0,1.0,0.0
50591,Leonard,US,2.0,M,0.0,1.0,0.0
14015,Xuzhong,CN,,not found,not found,not found,not found
39919,Shin,JP,1.0,M,0.0,1.0,0.0
39942,Sho,JP,1.0,M,0.0,1.0,0.0
25969,Bo,CN,3.0,M,0.0,1.0,0.0
33334,Jin Soo,KR,1.0,F,1.0,0.0,0.0
50799,Madhav,IN,2.0,M,0.0,1.0,0.0
25970,Xiuqin,CN,3.0,F,1.0,0.0,0.0
46761,Bradley,ZA,2.0,M,0.0,1.0,0.0
52476,Robert B.,US,2.0,M,0.0,1.0,0.0
45565,Daniel Ingolf,US,1.0,M,0.0,1.0,0.0
14016,Haitong,US,,not found,not found,not found,not found
14017,Jing,CN,,not found,not found,not found,not found
30798,Marc,ES,1.0,M,0.0,1.0,0.0
45054,Alexander Willem Anton,US,1.0,M,0.0,1.0,0.0
14018,Jiyong,CN,,not found,not found,not found,not found
25971,Fikreadam Abebe,US,3.0,M,0.0,1.0,0.0
39814,Shunsuke,JP,1.0,M,0.0,1.0,0.0
31270,Mario,DE,1.0,M,0.0,1.0,0.0
46165,Alfredo,US,2.0,M,0.0,1.0,0.0
52009,Philip,US,2.0,M,0.0,1.0,0.0
45684,Koendert Hendrik,NL,1.0,M,0.0,1.0,0.0
14019,Chao,CN,,not found,not found,not found,not found
25972,Principia,IT,3.0,F,1.0,0.0,0.0
50953,Mark,US,2.0,M,0.0,1.0,0.0
37057,Young Yih,KR,1.0,?,0.0,0.0,0.66666669
49203,Jared Anthony,US,2.0,M,0.0,1.0,0.0
31251,Mark,CH,1.0,M,0.0,1.0,0.0
14020,Jihua,CN,,not found,not found,not found,not found
25973,Xiaodong,CN,3.0,M,0.0,1.0,0.0
39220,Omolola E.,US,1.0,F,1.0,0.0,0.0
14021,Kyungmin,US,,not found,not found,not found,not found
45765,Xianrui Jeri,US,1.0,F,0.98355854,0.0,0.0
14022,Amirhessam,CA,,not found,not found,not found,not found
29421,Kenjiro,JP,1.0,M,0.0,1.0,0.0
41622,Davide,US,1.0,M,0.0,1.0,0.0
28870,Lei,US,1.0,F,0.96792454,0.0,0.0
29463,Kenichi,JP,1.0,M,0.0,1.0,0.0
45834,Angelo Cesar Peter,NL,1.0,M,0.0,1.0,0.0
14023,Kijun,KR,,not found,not found,not found,not found
14024,Toyotaka,JP,,not found,not found,not found,not found
43608,Gakuto,JP,1.0,M,0.0,1.0,0.0
42362,Christoph,CH,1.0,M,0.0,1.0,0.0
14025,Xinyu,FR,,not found,not found,not found,not found
14026,Rui,US,,not found,not found,not found,not found
25974,Wei,CN,3.0,M,0.0,1.0,0.0
14027,Qiquan,US,,not found,not found,not found,not found
25975,Umamaheswararao,US,3.0,M,0.0,1.0,0.0
